mean,sigma,scale
0.00375792815969288,0.00012598712150895897,5.4131787835600625e-05
0.005195780638224613,0.00012458000706874216,5.393454619439045e-05
0.006606826505277556,0.00012598009571656847,5.23079155131523e-05
0.00797576366690711,0.00012196362906998592,4.963934168962822e-05
0.011433683264562015,9.332585896547324e-05,4.271940946190256e-05
