Model,DPO2002B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.01,
Sample Interval,8e-07,
Filter Frequency,7e+07,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.1,
Label,,
TIME,CH2,CH2 Peak Detect
-4.72024e-02,0.018,0.002
-4.72016e-02,0.018,0.026
-4.72008e-02,0.018,0.002
-4.72000e-02,0.014,0.026
-4.71992e-02,0.018,-0.006
-4.71984e-02,0.018,0.038
-4.71976e-02,0.01,0.002
-4.71968e-02,0.014,0.026
-4.71960e-02,0.018,0.006
-4.71952e-02,0.018,0.026
-4.71944e-02,0.022,0.002
-4.71936e-02,0.018,0.026
-4.71928e-02,0.014,-0.002
-4.71920e-02,0.01,0.03
-4.71912e-02,0.014,-0.006
-4.71904e-02,0.014,0.038
-4.71896e-02,0.01,0.002
-4.71888e-02,0.014,0.026
-4.71880e-02,0.022,0.002
-4.71872e-02,0.014,0.026
-4.71864e-02,0.014,0.002
-4.71856e-02,0.018,0.026
-4.71848e-02,0.014,0.002
-4.71840e-02,0.01,0.026
-4.71832e-02,0.01,-0.002
-4.71824e-02,0.01,0.038
-4.71816e-02,0.014,0.002
-4.71808e-02,0.018,0.026
-4.71800e-02,0.022,0.006
-4.71792e-02,0.014,0.026
-4.71784e-02,0.014,0.002
-4.71776e-02,0.01,0.026
-4.71768e-02,0.022,0.002
-4.71760e-02,0.01,0.026
-4.71752e-02,0.014,-0.006
-4.71744e-02,0.014,0.034
-4.71736e-02,0.018,0.002
-4.71728e-02,0.014,0.03
-4.71720e-02,0.014,0.002
-4.71712e-02,0.014,0.026
-4.71704e-02,0.014,0.006
-4.71696e-02,0.014,0.026
-4.71688e-02,0.014,0.006
-4.71680e-02,0.01,0.026
-4.71672e-02,0.014,-0.006
-4.71664e-02,0.014,0.034
-4.71656e-02,0.014,-0.002
-4.71648e-02,0.014,0.026
-4.71640e-02,0.006,-0.002
-4.71632e-02,0.01,0.026
-4.71624e-02,0.014,0.002
-4.71616e-02,0.014,0.022
-4.71608e-02,0.018,0.002
-4.71600e-02,0.018,0.026
-4.71592e-02,0.014,-0.006
-4.71584e-02,0.014,0.034
-4.71576e-02,0.018,0.006
-4.71568e-02,0.01,0.03
-4.71560e-02,0.014,0.002
-4.71552e-02,0.018,0.026
-4.71544e-02,0.01,0.002
-4.71536e-02,0.01,0.026
-4.71528e-02,0.018,0.002
-4.71520e-02,0.01,0.026
-4.71512e-02,0.014,-0.002
-4.71504e-02,0.014,0.034
-4.71496e-02,0.018,0.006
-4.71488e-02,0.014,0.026
-4.71480e-02,0.014,0.002
-4.71472e-02,0.018,0.03
-4.71464e-02,0.018,0.002
-4.71456e-02,0.01,0.026
-4.71448e-02,0.026,0.002
-4.71440e-02,0.014,0.026
-4.71432e-02,0.014,-0.006
-4.71424e-02,0.018,0.034
-4.71416e-02,0.018,0.006
-4.71408e-02,0.018,0.026
-4.71400e-02,0.014,0.006
-4.71392e-02,0.018,0.03
-4.71384e-02,0.018,0.006
-4.71376e-02,0.01,0.026
-4.71368e-02,0.022,0.002
-4.71360e-02,0.022,0.026
-4.71352e-02,0.006,-0.006
-4.71344e-02,0.014,0.034
-4.71336e-02,0.018,0.002
-4.71328e-02,0.018,0.026
-4.71320e-02,0.014,0.006
-4.71312e-02,0.018,0.026
-4.71304e-02,0.014,0.006
-4.71296e-02,0.014,0.026
-4.71288e-02,0.014,0.002
-4.71280e-02,0.01,0.03
-4.71272e-02,0.018,-0.006
-4.71264e-02,0.022,0.038
-4.71256e-02,0.018,0.002
-4.71248e-02,0.018,0.026
-4.71240e-02,0.01,0.002
-4.71232e-02,0.018,0.026
-4.71224e-02,0.01,0.002
-4.71216e-02,0.018,0.03
-4.71208e-02,0.014,0.006
-4.71200e-02,0.018,0.026
-4.71192e-02,0.022,-0.002
-4.71184e-02,0.01,0.034
-4.71176e-02,0.014,0.002
-4.71168e-02,0.014,0.026
-4.71160e-02,0.014,0.002
-4.71152e-02,0.018,0.022
-4.71144e-02,0.01,0.002
-4.71136e-02,0.018,0.03
-4.71128e-02,0.018,0.002
-4.71120e-02,0.018,0.03
-4.71112e-02,0.018,-0.006
-4.71104e-02,0.026,0.038
-4.71096e-02,0.014,0.006
-4.71088e-02,0.022,0.026
-4.71080e-02,0.014,0.006
-4.71072e-02,0.018,0.03
-4.71064e-02,0.01,0.006
-4.71056e-02,0.01,0.026
-4.71048e-02,0.018,0.006
-4.71040e-02,0.026,0.026
-4.71032e-02,0.014,0.002
-4.71024e-02,0.01,0.038
-4.71016e-02,0.018,0.006
-4.71008e-02,0.014,0.026
-4.71000e-02,0.018,0.006
-4.70992e-02,0.01,0.026
-4.70984e-02,0.014,0.002
-4.70976e-02,0.01,0.026
-4.70968e-02,0.018,0.002
-4.70960e-02,0.014,0.03
-4.70952e-02,0.018,-0.006
-4.70944e-02,0.014,0.034
-4.70936e-02,0.014,0.002
-4.70928e-02,0.018,0.026
-4.70920e-02,0.018,0.002
-4.70912e-02,0.018,0.026
-4.70904e-02,0.014,0.006
-4.70896e-02,0.022,0.03
-4.70888e-02,0.018,0.006
-4.70880e-02,0.018,0.026
-4.70872e-02,0.018,-0.002
-4.70864e-02,0.026,0.042
-4.70856e-02,0.014,0.01
-4.70848e-02,0.022,0.03
-4.70840e-02,0.018,0.006
-4.70832e-02,0.022,0.03
-4.70824e-02,0.014,0.006
-4.70816e-02,0.014,0.03
-4.70808e-02,0.014,0.002
-4.70800e-02,0.01,0.026
-4.70792e-02,0.022,-0.002
-4.70784e-02,0.022,0.038
-4.70776e-02,0.022,0.006
-4.70768e-02,0.014,0.03
-4.70760e-02,0.01,0.006
-4.70752e-02,0.018,0.03
-4.70744e-02,0.022,0.006
-4.70736e-02,0.018,0.03
-4.70728e-02,0.014,0.002
-4.70720e-02,0.01,0.03
-4.70712e-02,0.01,-0.002
-4.70704e-02,0.014,0.034
-4.70696e-02,0.014,0.002
-4.70688e-02,0.018,0.03
-4.70680e-02,0.018,0.006
-4.70672e-02,0.014,0.03
-4.70664e-02,0.022,0.006
-4.70656e-02,0.01,0.03
-4.70648e-02,0.022,-0.01
-4.70640e-02,0.018,0.03
-4.70632e-02,0.018,0.002
-4.70624e-02,0.014,0.034
-4.70616e-02,0.014,0.006
-4.70608e-02,0.018,0.026
-4.70600e-02,0.022,0.006
-4.70592e-02,0.014,0.03
-4.70584e-02,0.014,0.01
-4.70576e-02,0.01,0.03
-4.70568e-02,0.014,-0.002
-4.70560e-02,0.018,0.034
-4.70552e-02,0.014,0.006
-4.70544e-02,0.018,0.026
-4.70536e-02,0.01,0.002
-4.70528e-02,0.014,0.03
-4.70520e-02,0.018,0.002
-4.70512e-02,0.014,0.026
-4.70504e-02,0.014,0.006
-4.70496e-02,0.018,0.026
-4.70488e-02,0.018,0.002
-4.70480e-02,0.014,0.042
-4.70472e-02,0.01,0.006
-4.70464e-02,0.022,0.03
-4.70456e-02,0.03,0.006
-4.70448e-02,0.03,0.03
-4.70440e-02,0.022,0.006
-4.70432e-02,0.014,0.03
-4.70424e-02,0.022,0.002
-4.70416e-02,0.014,0.03
-4.70408e-02,0.014,-0.002
-4.70400e-02,0.018,0.042
-4.70392e-02,0.014,0.006
-4.70384e-02,0.018,0.034
-4.70376e-02,0.022,0.006
-4.70368e-02,0.018,0.03
-4.70360e-02,0.026,0.002
-4.70352e-02,0.014,0.03
-4.70344e-02,0.018,0.006
-4.70336e-02,0.026,0.03
-4.70328e-02,0.014,0.002
-4.70320e-02,0.022,0.038
-4.70312e-02,0.018,0.006
-4.70304e-02,0.018,0.03
-4.70296e-02,0.014,0.006
-4.70288e-02,0.014,0.03
-4.70280e-02,0.014,0.006
-4.70272e-02,0.018,0.026
-4.70264e-02,0.018,0.006
-4.70256e-02,0.018,0.026
-4.70248e-02,0.014,-0.002
-4.70240e-02,0.018,0.034
-4.70232e-02,0.018,0.006
-4.70224e-02,0.018,0.026
-4.70216e-02,0.026,0.006
-4.70208e-02,0.022,0.03
-4.70200e-02,0.026,0.01
-4.70192e-02,0.018,0.034
-4.70184e-02,0.022,0.01
-4.70176e-02,0.01,0.03
-4.70168e-02,0.014,0.002
-4.70160e-02,0.026,0.042
-4.70152e-02,0.022,0.006
-4.70144e-02,0.018,0.03
-4.70136e-02,0.026,0.006
-4.70128e-02,0.018,0.03
-4.70120e-02,0.018,0.006
-4.70112e-02,0.014,0.03
-4.70104e-02,0.022,0.01
-4.70096e-02,0.018,0.03
-4.70088e-02,0.022,-0.002
-4.70080e-02,0.022,0.038
-4.70072e-02,0.022,0.006
-4.70064e-02,0.022,0.034
-4.70056e-02,0.022,0.01
-4.70048e-02,0.022,0.03
-4.70040e-02,0.022,0.006
-4.70032e-02,0.022,0.034
-4.70024e-02,0.026,0.01
-4.70016e-02,0.014,0.03
-4.70008e-02,0.014,0.002
-4.70000e-02,0.022,0.042
-4.69992e-02,0.022,0.002
-4.69984e-02,0.014,0.03
-4.69976e-02,0.014,0.006
-4.69968e-02,0.03,0.03
-4.69960e-02,0.018,0.01
-4.69952e-02,0.018,0.03
-4.69944e-02,0.018,0.006
-4.69936e-02,0.018,0.034
-4.69928e-02,0.018,0.002
-4.69920e-02,0.022,0.042
-4.69912e-02,0.022,0.006
-4.69904e-02,0.018,0.03
-4.69896e-02,0.018,0.006
-4.69888e-02,0.026,0.03
-4.69880e-02,0.014,0.006
-4.69872e-02,0.014,0.03
-4.69864e-02,0.026,0.01
-4.69856e-02,0.022,0.03
-4.69848e-02,0.018,0.002
-4.69840e-02,0.026,0.042
-4.69832e-02,0.014,0.01
-4.69824e-02,0.022,0.034
-4.69816e-02,0.026,0.006
-4.69808e-02,0.022,0.03
-4.69800e-02,0.022,0.006
-4.69792e-02,0.022,0.03
-4.69784e-02,0.026,0.006
-4.69776e-02,0.022,0.03
-4.69768e-02,0.018,0.002
-4.69760e-02,0.026,0.042
-4.69752e-02,0.026,0.01
-4.69744e-02,0.022,0.034
-4.69736e-02,0.014,0.01
-4.69728e-02,0.026,0.034
-4.69720e-02,0.018,0.006
-4.69712e-02,0.022,0.03
-4.69704e-02,0.022,0.01
-4.69696e-02,0.026,0.03
-4.69688e-02,0.026,0.002
-4.69680e-02,0.022,0.042
-4.69672e-02,0.014,0.01
-4.69664e-02,0.018,0.034
-4.69656e-02,0.03,0.01
-4.69648e-02,0.022,0.034
-4.69640e-02,0.022,0.01
-4.69632e-02,0.018,0.03
-4.69624e-02,0.026,0.006
-4.69616e-02,0.014,0.034
-4.69608e-02,0.014,0.002
-4.69600e-02,0.022,0.042
-4.69592e-02,0.022,0.006
-4.69584e-02,0.026,0.03
-4.69576e-02,0.022,0.006
-4.69568e-02,0.022,0.034
-4.69560e-02,0.026,0.01
-4.69552e-02,0.018,0.03
-4.69544e-02,0.026,0.01
-4.69536e-02,0.022,0.034
-4.69528e-02,0.022,0.002
-4.69520e-02,0.022,0.046
-4.69512e-02,0.022,0.01
-4.69504e-02,0.022,0.034
-4.69496e-02,0.022,0.01
-4.69488e-02,0.018,0.034
-4.69480e-02,0.022,0.014
-4.69472e-02,0.022,0.034
-4.69464e-02,0.022,0.01
-4.69456e-02,0.022,0.034
-4.69448e-02,0.014,0.002
-4.69440e-02,0.026,0.042
-4.69432e-02,0.022,0.006
-4.69424e-02,0.022,0.038
-4.69416e-02,0.022,0.014
-4.69408e-02,0.022,0.034
-4.69400e-02,0.026,0.01
-4.69392e-02,0.022,0.034
-4.69384e-02,0.026,0.014
-4.69376e-02,0.026,0.038
-4.69368e-02,0.022,0.01
-4.69360e-02,0.026,0.042
-4.69352e-02,0.03,0.014
-4.69344e-02,0.034,0.038
-4.69336e-02,0.022,0.014
-4.69328e-02,0.026,0.038
-4.69320e-02,0.03,0.014
-4.69312e-02,0.022,0.038
-4.69304e-02,0.026,0.014
-4.69296e-02,0.022,0.038
-4.69288e-02,0.026,0.002
-4.69280e-02,0.018,0.046
-4.69272e-02,0.026,0.014
-4.69264e-02,0.022,0.034
-4.69256e-02,0.026,0.01
-4.69248e-02,0.026,0.03
-4.69240e-02,0.026,0.01
-4.69232e-02,0.022,0.034
-4.69224e-02,0.034,0.01
-4.69216e-02,0.022,0.038
-4.69208e-02,0.022,0.006
-4.69200e-02,0.03,0.042
-4.69192e-02,0.026,0.014
-4.69184e-02,0.022,0.034
-4.69176e-02,0.026,0.018
-4.69168e-02,0.026,0.038
-4.69160e-02,0.022,0.01
-4.69152e-02,0.026,0.038
-4.69144e-02,0.034,0.014
-4.69136e-02,0.034,0.034
-4.69128e-02,0.026,0.006
-4.69120e-02,0.022,0.046
-4.69112e-02,0.022,0.01
-4.69104e-02,0.022,0.034
-4.69096e-02,0.03,0.014
-4.69088e-02,0.03,0.038
-4.69080e-02,0.03,0.014
-4.69072e-02,0.026,0.038
-4.69064e-02,0.022,0.014
-4.69056e-02,0.034,0.038
-4.69048e-02,0.034,0.006
-4.69040e-02,0.022,0.046
-4.69032e-02,0.03,0.014
-4.69024e-02,0.03,0.042
-4.69016e-02,0.026,0.014
-4.69008e-02,0.018,0.038
-4.69000e-02,0.022,0.014
-4.68992e-02,0.022,0.038
-4.68984e-02,0.034,0.01
-4.68976e-02,0.026,0.038
-4.68968e-02,0.026,0.006
-4.68960e-02,0.026,0.05
-4.68952e-02,0.03,0.018
-4.68944e-02,0.026,0.038
-4.68936e-02,0.026,0.01
-4.68928e-02,0.026,0.038
-4.68920e-02,0.026,0.014
-4.68912e-02,0.014,0.038
-4.68904e-02,0.026,0.006
-4.68896e-02,0.034,0.05
-4.68888e-02,0.022,0.006
-4.68880e-02,0.03,0.042
-4.68872e-02,0.026,0.014
-4.68864e-02,0.026,0.042
-4.68856e-02,0.026,0.014
-4.68848e-02,0.026,0.038
-4.68840e-02,0.026,0.014
-4.68832e-02,0.026,0.038
-4.68824e-02,0.026,0.01
-4.68816e-02,0.022,0.05
-4.68808e-02,0.03,0.018
-4.68800e-02,0.022,0.042
-4.68792e-02,0.026,0.014
-4.68784e-02,0.03,0.038
-4.68776e-02,0.034,0.014
-4.68768e-02,0.034,0.038
-4.68760e-02,0.022,0.014
-4.68752e-02,0.03,0.038
-4.68744e-02,0.026,0.014
-4.68736e-02,0.026,0.05
-4.68728e-02,0.034,0.018
-4.68720e-02,0.03,0.046
-4.68712e-02,0.026,0.018
-4.68704e-02,0.03,0.042
-4.68696e-02,0.03,0.018
-4.68688e-02,0.026,0.042
-4.68680e-02,0.034,0.018
-4.68672e-02,0.034,0.046
-4.68664e-02,0.034,0.014
-4.68656e-02,0.03,0.05
-4.68648e-02,0.034,0.022
-4.68640e-02,0.026,0.042
-4.68632e-02,0.03,0.018
-4.68624e-02,0.03,0.042
-4.68616e-02,0.034,0.018
-4.68608e-02,0.03,0.042
-4.68600e-02,0.03,0.018
-4.68592e-02,0.034,0.038
-4.68584e-02,0.034,0.01
-4.68576e-02,0.034,0.05
-4.68568e-02,0.03,0.018
-4.68560e-02,0.03,0.042
-4.68552e-02,0.03,0.018
-4.68544e-02,0.03,0.038
-4.68536e-02,0.026,0.014
-4.68528e-02,0.03,0.042
-4.68520e-02,0.034,0.018
-4.68512e-02,0.022,0.042
-4.68504e-02,0.03,0.01
-4.68496e-02,0.03,0.05
-4.68488e-02,0.034,0.022
-4.68480e-02,0.034,0.046
-4.68472e-02,0.034,0.022
-4.68464e-02,0.034,0.054
-4.68456e-02,0.038,0.022
-4.68448e-02,0.03,0.046
-4.68440e-02,0.03,0.018
-4.68432e-02,0.03,0.042
-4.68424e-02,0.03,0.01
-4.68416e-02,0.03,0.05
-4.68408e-02,0.03,0.018
-4.68400e-02,0.038,0.046
-4.68392e-02,0.03,0.022
-4.68384e-02,0.034,0.042
-4.68376e-02,0.03,0.022
-4.68368e-02,0.034,0.046
-4.68360e-02,0.026,0.018
-4.68352e-02,0.026,0.042
-4.68344e-02,0.034,0.014
-4.68336e-02,0.038,0.058
-4.68328e-02,0.038,0.022
-4.68320e-02,0.038,0.046
-4.68312e-02,0.034,0.022
-4.68304e-02,0.03,0.05
-4.68296e-02,0.042,0.018
-4.68288e-02,0.038,0.046
-4.68280e-02,0.034,0.022
-4.68272e-02,0.03,0.046
-4.68264e-02,0.034,0.018
-4.68256e-02,0.03,0.05
-4.68248e-02,0.042,0.018
-4.68240e-02,0.042,0.046
-4.68232e-02,0.038,0.022
-4.68224e-02,0.038,0.046
-4.68216e-02,0.038,0.018
-4.68208e-02,0.042,0.046
-4.68200e-02,0.042,0.026
-4.68192e-02,0.034,0.046
-4.68184e-02,0.034,0.014
-4.68176e-02,0.034,0.054
-4.68168e-02,0.03,0.022
-4.68160e-02,0.03,0.046
-4.68152e-02,0.034,0.022
-4.68144e-02,0.038,0.046
-4.68136e-02,0.03,0.022
-4.68128e-02,0.034,0.046
-4.68120e-02,0.038,0.022
-4.68112e-02,0.038,0.046
-4.68104e-02,0.042,0.014
-4.68096e-02,0.042,0.054
-4.68088e-02,0.034,0.026
-4.68080e-02,0.042,0.05
-4.68072e-02,0.03,0.026
-4.68064e-02,0.034,0.05
-4.68056e-02,0.034,0.022
-4.68048e-02,0.034,0.046
-4.68040e-02,0.038,0.022
-4.68032e-02,0.038,0.05
-4.68024e-02,0.038,0.014
-4.68016e-02,0.038,0.054
-4.68008e-02,0.038,0.026
-4.68000e-02,0.038,0.05
-4.67992e-02,0.038,0.026
-4.67984e-02,0.038,0.046
-4.67976e-02,0.046,0.022
-4.67968e-02,0.038,0.046
-4.67960e-02,0.038,0.026
-4.67952e-02,0.038,0.05
-4.67944e-02,0.038,0.022
-4.67936e-02,0.038,0.058
-4.67928e-02,0.038,0.026
-4.67920e-02,0.034,0.05
-4.67912e-02,0.038,0.026
-4.67904e-02,0.042,0.054
-4.67896e-02,0.042,0.03
-4.67888e-02,0.034,0.05
-4.67880e-02,0.03,0.026
-4.67872e-02,0.046,0.05
-4.67864e-02,0.038,0.018
-4.67856e-02,0.038,0.054
-4.67848e-02,0.038,0.022
-4.67840e-02,0.042,0.05
-4.67832e-02,0.042,0.026
-4.67824e-02,0.042,0.054
-4.67816e-02,0.042,0.03
-4.67808e-02,0.042,0.058
-4.67800e-02,0.038,0.022
-4.67792e-02,0.038,0.054
-4.67784e-02,0.046,0.018
-4.67776e-02,0.042,0.058
-4.67768e-02,0.038,0.03
-4.67760e-02,0.038,0.05
-4.67752e-02,0.038,0.03
-4.67744e-02,0.038,0.05
-4.67736e-02,0.046,0.03
-4.67728e-02,0.038,0.054
-4.67720e-02,0.042,0.026
-4.67712e-02,0.046,0.054
-4.67704e-02,0.038,0.018
-4.67696e-02,0.042,0.058
-4.67688e-02,0.042,0.03
-4.67680e-02,0.046,0.054
-4.67672e-02,0.034,0.03
-4.67664e-02,0.046,0.054
-4.67656e-02,0.038,0.034
-4.67648e-02,0.046,0.054
-4.67640e-02,0.05,0.034
-4.67632e-02,0.034,0.054
-4.67624e-02,0.042,0.026
-4.67616e-02,0.046,0.058
-4.67608e-02,0.038,0.03
-4.67600e-02,0.046,0.054
-4.67592e-02,0.046,0.03
-4.67584e-02,0.042,0.054
-4.67576e-02,0.042,0.03
-4.67568e-02,0.046,0.058
-4.67560e-02,0.054,0.034
-4.67552e-02,0.038,0.054
-4.67544e-02,0.042,0.026
-4.67536e-02,0.042,0.066
-4.67528e-02,0.042,0.03
-4.67520e-02,0.042,0.058
-4.67512e-02,0.054,0.034
-4.67504e-02,0.042,0.054
-4.67496e-02,0.046,0.03
-4.67488e-02,0.046,0.058
-4.67480e-02,0.042,0.034
-4.67472e-02,0.038,0.058
-4.67464e-02,0.042,0.03
-4.67456e-02,0.046,0.062
-4.67448e-02,0.038,0.03
-4.67440e-02,0.046,0.054
-4.67432e-02,0.042,0.03
-4.67424e-02,0.05,0.058
-4.67416e-02,0.046,0.034
-4.67408e-02,0.05,0.058
-4.67400e-02,0.042,0.03
-4.67392e-02,0.038,0.058
-4.67384e-02,0.042,0.026
-4.67376e-02,0.05,0.07
-4.67368e-02,0.046,0.034
-4.67360e-02,0.038,0.054
-4.67352e-02,0.046,0.03
-4.67344e-02,0.042,0.058
-4.67336e-02,0.042,0.034
-4.67328e-02,0.046,0.058
-4.67320e-02,0.054,0.03
-4.67312e-02,0.05,0.062
-4.67304e-02,0.05,0.03
-4.67296e-02,0.046,0.07
-4.67288e-02,0.054,0.038
-4.67280e-02,0.05,0.062
-4.67272e-02,0.046,0.038
-4.67264e-02,0.046,0.062
-4.67256e-02,0.042,0.038
-4.67248e-02,0.042,0.058
-4.67240e-02,0.042,0.026
-4.67232e-02,0.05,0.07
-4.67224e-02,0.054,0.034
-4.67216e-02,0.05,0.058
-4.67208e-02,0.05,0.038
-4.67200e-02,0.05,0.062
-4.67192e-02,0.058,0.038
-4.67184e-02,0.05,0.062
-4.67176e-02,0.054,0.038
-4.67168e-02,0.046,0.062
-4.67160e-02,0.046,0.026
-4.67152e-02,0.054,0.066
-4.67144e-02,0.05,0.034
-4.67136e-02,0.042,0.062
-4.67128e-02,0.05,0.038
-4.67120e-02,0.05,0.062
-4.67112e-02,0.05,0.038
-4.67104e-02,0.05,0.058
-4.67096e-02,0.054,0.038
-4.67088e-02,0.062,0.062
-4.67080e-02,0.054,0.034
-4.67072e-02,0.05,0.074
-4.67064e-02,0.054,0.042
-4.67056e-02,0.05,0.066
-4.67048e-02,0.062,0.042
-4.67040e-02,0.046,0.066
-4.67032e-02,0.054,0.038
-4.67024e-02,0.058,0.066
-4.67016e-02,0.054,0.034
-4.67008e-02,0.054,0.062
-4.67000e-02,0.054,0.034
-4.66992e-02,0.054,0.074
-4.66984e-02,0.05,0.042
-4.66976e-02,0.05,0.062
-4.66968e-02,0.046,0.038
-4.66960e-02,0.046,0.062
-4.66952e-02,0.05,0.042
-4.66944e-02,0.042,0.066
-4.66936e-02,0.054,0.042
-4.66928e-02,0.05,0.066
-4.66920e-02,0.058,0.03
-4.66912e-02,0.058,0.074
-4.66904e-02,0.058,0.038
-4.66896e-02,0.05,0.062
-4.66888e-02,0.058,0.042
-4.66880e-02,0.054,0.066
-4.66872e-02,0.058,0.042
-4.66864e-02,0.066,0.066
-4.66856e-02,0.058,0.046
-4.66848e-02,0.046,0.066
-4.66840e-02,0.054,0.034
-4.66832e-02,0.066,0.082
-4.66824e-02,0.058,0.042
-4.66816e-02,0.058,0.07
-4.66808e-02,0.066,0.046
-4.66800e-02,0.054,0.066
-4.66792e-02,0.058,0.046
-4.66784e-02,0.062,0.07
-4.66776e-02,0.05,0.046
-4.66768e-02,0.054,0.07
-4.66760e-02,0.054,0.034
-4.66752e-02,0.054,0.078
-4.66744e-02,0.054,0.042
-4.66736e-02,0.054,0.074
-4.66728e-02,0.058,0.038
-4.66720e-02,0.054,0.07
-4.66712e-02,0.05,0.046
-4.66704e-02,0.054,0.07
-4.66696e-02,0.054,0.046
-4.66688e-02,0.05,0.07
-4.66680e-02,0.062,0.038
-4.66672e-02,0.054,0.074
-4.66664e-02,0.062,0.046
-4.66656e-02,0.058,0.074
-4.66648e-02,0.058,0.046
-4.66640e-02,0.062,0.074
-4.66632e-02,0.058,0.05
-4.66624e-02,0.058,0.074
-4.66616e-02,0.05,0.046
-4.66608e-02,0.066,0.074
-4.66600e-02,0.062,0.038
-4.66592e-02,0.066,0.086
-4.66584e-02,0.07,0.05
-4.66576e-02,0.058,0.074
-4.66568e-02,0.066,0.05
-4.66560e-02,0.062,0.074
-4.66552e-02,0.054,0.046
-4.66544e-02,0.058,0.074
-4.66536e-02,0.05,0.05
-4.66528e-02,0.058,0.074
-4.66520e-02,0.062,0.038
-4.66512e-02,0.066,0.09
-4.66504e-02,0.062,0.05
-4.66496e-02,0.062,0.078
-4.66488e-02,0.062,0.05
-4.66480e-02,0.062,0.074
-4.66472e-02,0.062,0.05
-4.66464e-02,0.066,0.078
-4.66456e-02,0.05,0.05
-4.66448e-02,0.062,0.074
-4.66440e-02,0.062,0.042
-4.66432e-02,0.066,0.086
-4.66424e-02,0.066,0.05
-4.66416e-02,0.066,0.074
-4.66408e-02,0.066,0.054
-4.66400e-02,0.062,0.078
-4.66392e-02,0.058,0.05
-4.66384e-02,0.062,0.074
-4.66376e-02,0.058,0.05
-4.66368e-02,0.062,0.074
-4.66360e-02,0.062,0.046
-4.66352e-02,0.066,0.082
-4.66344e-02,0.062,0.054
-4.66336e-02,0.066,0.078
-4.66328e-02,0.066,0.054
-4.66320e-02,0.066,0.078
-4.66312e-02,0.066,0.05
-4.66304e-02,0.066,0.078
-4.66296e-02,0.066,0.054
-4.66288e-02,0.074,0.078
-4.66280e-02,0.07,0.046
-4.66272e-02,0.07,0.086
-4.66264e-02,0.066,0.054
-4.66256e-02,0.07,0.078
-4.66248e-02,0.07,0.046
-4.66240e-02,0.066,0.082
-4.66232e-02,0.066,0.054
-4.66224e-02,0.074,0.078
-4.66216e-02,0.066,0.058
-4.66208e-02,0.074,0.078
-4.66200e-02,0.066,0.046
-4.66192e-02,0.066,0.094
-4.66184e-02,0.066,0.058
-4.66176e-02,0.07,0.082
-4.66168e-02,0.062,0.058
-4.66160e-02,0.062,0.082
-4.66152e-02,0.07,0.054
-4.66144e-02,0.062,0.082
-4.66136e-02,0.066,0.054
-4.66128e-02,0.074,0.082
-4.66120e-02,0.074,0.046
-4.66112e-02,0.066,0.086
-4.66104e-02,0.062,0.058
-4.66096e-02,0.07,0.082
-4.66088e-02,0.058,0.05
-4.66080e-02,0.074,0.078
-4.66072e-02,0.066,0.058
-4.66064e-02,0.07,0.082
-4.66056e-02,0.066,0.058
-4.66048e-02,0.066,0.09
-4.66040e-02,0.082,0.05
-4.66032e-02,0.078,0.094
-4.66024e-02,0.074,0.054
-4.66016e-02,0.074,0.086
-4.66008e-02,0.074,0.058
-4.66000e-02,0.066,0.086
-4.65992e-02,0.074,0.062
-4.65984e-02,0.074,0.086
-4.65976e-02,0.078,0.058
-4.65968e-02,0.07,0.086
-4.65960e-02,0.074,0.046
-4.65952e-02,0.066,0.098
-4.65944e-02,0.07,0.058
-4.65936e-02,0.07,0.086
-4.65928e-02,0.078,0.058
-4.65920e-02,0.074,0.086
-4.65912e-02,0.07,0.062
-4.65904e-02,0.07,0.086
-4.65896e-02,0.082,0.062
-4.65888e-02,0.078,0.086
-4.65880e-02,0.082,0.058
-4.65872e-02,0.074,0.098
-4.65864e-02,0.074,0.062
-4.65856e-02,0.082,0.09
-4.65848e-02,0.074,0.062
-4.65840e-02,0.066,0.094
-4.65832e-02,0.062,0.058
-4.65824e-02,0.07,0.086
-4.65816e-02,0.082,0.062
-4.65808e-02,0.082,0.09
-4.65800e-02,0.082,0.058
-4.65792e-02,0.082,0.094
-4.65784e-02,0.074,0.066
-4.65776e-02,0.074,0.086
-4.65768e-02,0.074,0.066
-4.65760e-02,0.078,0.09
-4.65752e-02,0.078,0.066
-4.65744e-02,0.086,0.09
-4.65736e-02,0.074,0.062
-4.65728e-02,0.078,0.09
-4.65720e-02,0.074,0.054
-4.65712e-02,0.074,0.102
-4.65704e-02,0.082,0.066
-4.65696e-02,0.074,0.09
-4.65688e-02,0.078,0.07
-4.65680e-02,0.078,0.094
-4.65672e-02,0.082,0.066
-4.65664e-02,0.094,0.09
-4.65656e-02,0.078,0.062
-4.65648e-02,0.086,0.094
-4.65640e-02,0.09,0.058
-4.65632e-02,0.078,0.102
-4.65624e-02,0.078,0.066
-4.65616e-02,0.074,0.094
-4.65608e-02,0.086,0.066
-4.65600e-02,0.086,0.09
-4.65592e-02,0.082,0.066
-4.65584e-02,0.086,0.094
-4.65576e-02,0.086,0.058
-4.65568e-02,0.074,0.106
-4.65560e-02,0.094,0.066
-4.65552e-02,0.09,0.098
-4.65544e-02,0.094,0.07
