Model,DPO2002B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.001,
Sample Interval,8e-08,
Filter Frequency,7e+07,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,1,
Label,,
TIME,CH2,CH2 Peak Detect
4.714640e-03,0.7,0.66
4.714720e-03,0.7,0.74
4.714800e-03,0.7,0.66
4.714880e-03,0.7,0.74
4.714960e-03,0.74,0.66
4.715040e-03,0.7,0.74
4.715120e-03,0.7,0.66
4.715200e-03,0.7,0.74
4.715280e-03,0.74,0.66
4.715360e-03,0.74,0.74
4.715440e-03,0.7,0.66
4.715520e-03,0.7,0.74
4.715600e-03,0.7,0.66
4.715680e-03,0.7,0.74
4.715760e-03,0.7,0.66
4.715840e-03,0.7,0.7
4.715920e-03,0.7,0.66
4.716000e-03,0.7,0.7
4.716080e-03,0.7,0.66
4.716160e-03,0.7,0.74
4.716240e-03,0.7,0.66
4.716320e-03,0.7,0.74
4.716400e-03,0.7,0.66
4.716480e-03,0.7,0.74
4.716560e-03,0.7,0.66
4.716640e-03,0.7,0.74
4.716720e-03,0.7,0.66
4.716800e-03,0.66,0.74
4.716880e-03,0.7,0.66
4.716960e-03,0.7,0.74
4.717040e-03,0.7,0.66
4.717120e-03,0.7,0.7
4.717200e-03,0.7,0.66
4.717280e-03,0.7,0.74
4.717360e-03,0.7,0.66
4.717440e-03,0.7,0.74
4.717520e-03,0.7,0.66
4.717600e-03,0.7,0.74
4.717680e-03,0.7,0.66
4.717760e-03,0.7,0.74
4.717840e-03,0.7,0.66
4.717920e-03,0.66,0.74
4.718000e-03,0.7,0.66
4.718080e-03,0.7,0.74
4.718160e-03,0.7,0.66
4.718240e-03,0.7,0.7
4.718320e-03,0.7,0.66
4.718400e-03,0.7,0.7
4.718480e-03,0.7,0.66
4.718560e-03,0.7,0.74
4.718640e-03,0.7,0.66
4.718720e-03,0.7,0.7
4.718800e-03,0.7,0.66
4.718880e-03,0.7,0.74
4.718960e-03,0.7,0.66
4.719040e-03,0.7,0.7
4.719120e-03,0.7,0.66
4.719200e-03,0.7,0.7
4.719280e-03,0.7,0.66
4.719360e-03,0.7,0.74
4.719440e-03,0.7,0.66
4.719520e-03,0.66,0.7
4.719600e-03,0.7,0.66
4.719680e-03,0.7,0.7
4.719760e-03,0.7,0.66
4.719840e-03,0.7,0.7
4.719920e-03,0.7,0.66
4.720000e-03,0.7,0.7
4.720080e-03,0.7,0.66
4.720160e-03,0.7,0.7
4.720240e-03,0.7,0.66
4.720320e-03,0.7,0.74
4.720400e-03,0.7,0.66
4.720480e-03,0.7,0.7
4.720560e-03,0.66,0.66
4.720640e-03,0.7,0.74
4.720720e-03,0.7,0.66
4.720800e-03,0.7,0.74
4.720880e-03,0.7,0.66
4.720960e-03,0.66,0.7
4.721040e-03,0.7,0.66
4.721120e-03,0.7,0.7
4.721200e-03,0.7,0.66
4.721280e-03,0.7,0.7
4.721360e-03,0.7,0.66
4.721440e-03,0.66,0.7
4.721520e-03,0.7,0.66
4.721600e-03,0.7,0.7
4.721680e-03,0.7,0.62
4.721760e-03,0.7,0.7
4.721840e-03,0.7,0.66
4.721920e-03,0.66,0.7
4.722000e-03,0.7,0.66
4.722080e-03,0.7,0.7
4.722160e-03,0.7,0.66
4.722240e-03,0.7,0.7
4.722320e-03,0.7,0.66
4.722400e-03,0.66,0.7
4.722480e-03,0.7,0.66
4.722560e-03,0.66,0.7
4.722640e-03,0.66,0.66
4.722720e-03,0.7,0.7
4.722800e-03,0.66,0.62
4.722880e-03,0.66,0.7
4.722960e-03,0.7,0.66
4.723040e-03,0.7,0.7
4.723120e-03,0.7,0.66
4.723200e-03,0.66,0.7
4.723280e-03,0.66,0.62
4.723360e-03,0.66,0.7
4.723440e-03,0.66,0.62
4.723520e-03,0.66,0.7
4.723600e-03,0.66,0.66
4.723680e-03,0.66,0.7
4.723760e-03,0.66,0.66
4.723840e-03,0.66,0.7
4.723920e-03,0.66,0.66
4.724000e-03,0.7,0.7
4.724080e-03,0.7,0.66
4.724160e-03,0.66,0.7
4.724240e-03,0.66,0.62
4.724320e-03,0.66,0.7
4.724400e-03,0.7,0.62
4.724480e-03,0.66,0.7
4.724560e-03,0.7,0.62
4.724640e-03,0.66,0.7
4.724720e-03,0.66,0.62
4.724800e-03,0.66,0.7
4.724880e-03,0.66,0.62
4.724960e-03,0.7,0.7
4.725040e-03,0.7,0.62
4.725120e-03,0.66,0.7
4.725200e-03,0.66,0.62
4.725280e-03,0.66,0.7
4.725360e-03,0.66,0.62
4.725440e-03,0.7,0.7
4.725520e-03,0.66,0.62
4.725600e-03,0.7,0.7
4.725680e-03,0.66,0.62
4.725760e-03,0.66,0.7
4.725840e-03,0.66,0.62
4.725920e-03,0.7,0.7
4.726000e-03,0.66,0.62
4.726080e-03,0.66,0.7
4.726160e-03,0.66,0.62
4.726240e-03,0.66,0.7
4.726320e-03,0.66,0.62
4.726400e-03,0.66,0.7
4.726480e-03,0.66,0.62
4.726560e-03,0.66,0.7
4.726640e-03,0.66,0.62
4.726720e-03,0.66,0.66
4.726800e-03,0.66,0.62
4.726880e-03,0.66,0.7
4.726960e-03,0.66,0.62
4.727040e-03,0.66,0.7
4.727120e-03,0.66,0.62
4.727200e-03,0.66,0.7
4.727280e-03,0.66,0.62
4.727360e-03,0.66,0.7
4.727440e-03,0.66,0.62
4.727520e-03,0.66,0.66
4.727600e-03,0.66,0.62
4.727680e-03,0.66,0.7
4.727760e-03,0.66,0.62
4.727840e-03,0.66,0.66
4.727920e-03,0.66,0.62
4.728000e-03,0.66,0.7
4.728080e-03,0.66,0.62
4.728160e-03,0.66,0.7
4.728240e-03,0.66,0.62
4.728320e-03,0.7,0.7
4.728400e-03,0.66,0.62
4.728480e-03,0.66,0.7
4.728560e-03,0.66,0.62
4.728640e-03,0.62,0.7
4.728720e-03,0.66,0.62
4.728800e-03,0.66,0.66
4.728880e-03,0.7,0.62
4.728960e-03,0.66,0.7
4.729040e-03,0.66,0.62
4.729120e-03,0.66,0.7
4.729200e-03,0.66,0.62
4.729280e-03,0.66,0.66
4.729360e-03,0.66,0.62
4.729440e-03,0.66,0.7
4.729520e-03,0.66,0.62
4.729600e-03,0.66,0.66
4.729680e-03,0.66,0.62
4.729760e-03,0.66,0.66
4.729840e-03,0.66,0.62
4.729920e-03,0.66,0.7
4.730000e-03,0.66,0.62
4.730080e-03,0.66,0.66
4.730160e-03,0.66,0.62
4.730240e-03,0.66,0.66
4.730320e-03,0.66,0.62
4.730400e-03,0.66,0.66
4.730480e-03,0.66,0.62
4.730560e-03,0.66,0.66
4.730640e-03,0.66,0.62
4.730720e-03,0.66,0.7
4.730800e-03,0.66,0.62
4.730880e-03,0.66,0.66
4.730960e-03,0.66,0.62
4.731040e-03,0.66,0.66
4.731120e-03,0.66,0.62
4.731200e-03,0.66,0.66
4.731280e-03,0.66,0.62
4.731360e-03,0.66,0.66
4.731440e-03,0.62,0.62
4.731520e-03,0.66,0.66
4.731600e-03,0.66,0.62
4.731680e-03,0.66,0.66
4.731760e-03,0.66,0.62
4.731840e-03,0.66,0.66
4.731920e-03,0.66,0.62
4.732000e-03,0.62,0.7
4.732080e-03,0.62,0.62
4.732160e-03,0.66,0.66
4.732240e-03,0.66,0.62
4.732320e-03,0.66,0.66
4.732400e-03,0.66,0.62
4.732480e-03,0.66,0.66
4.732560e-03,0.66,0.62
4.732640e-03,0.66,0.66
4.732720e-03,0.66,0.62
4.732800e-03,0.66,0.66
4.732880e-03,0.66,0.62
4.732960e-03,0.62,0.66
4.733040e-03,0.66,0.62
4.733120e-03,0.62,0.66
4.733200e-03,0.66,0.62
4.733280e-03,0.66,0.66
4.733360e-03,0.66,0.62
4.733440e-03,0.66,0.66
4.733520e-03,0.66,0.62
4.733600e-03,0.66,0.66
4.733680e-03,0.66,0.62
4.733760e-03,0.66,0.66
4.733840e-03,0.66,0.62
4.733920e-03,0.66,0.66
4.734000e-03,0.66,0.62
4.734080e-03,0.66,0.66
4.734160e-03,0.66,0.62
4.734240e-03,0.66,0.66
4.734320e-03,0.66,0.62
4.734400e-03,0.62,0.66
4.734480e-03,0.66,0.62
4.734560e-03,0.66,0.66
4.734640e-03,0.66,0.62
4.734720e-03,0.66,0.66
4.734800e-03,0.62,0.62
4.734880e-03,0.66,0.66
4.734960e-03,0.66,0.62
4.735040e-03,0.62,0.66
4.735120e-03,0.66,0.58
4.735200e-03,0.66,0.66
4.735280e-03,0.62,0.62
4.735360e-03,0.66,0.66
4.735440e-03,0.66,0.62
4.735520e-03,0.66,0.66
4.735600e-03,0.62,0.58
4.735680e-03,0.66,0.66
4.735760e-03,0.62,0.62
4.735840e-03,0.66,0.66
4.735920e-03,0.62,0.62
4.736000e-03,0.62,0.66
4.736080e-03,0.66,0.58
4.736160e-03,0.66,0.66
4.736240e-03,0.66,0.58
4.736320e-03,0.66,0.66
4.736400e-03,0.66,0.58
4.736480e-03,0.62,0.66
4.736560e-03,0.62,0.58
4.736640e-03,0.66,0.66
4.736720e-03,0.62,0.58
4.736800e-03,0.62,0.66
4.736880e-03,0.66,0.58
4.736960e-03,0.62,0.66
4.737040e-03,0.62,0.62
4.737120e-03,0.62,0.66
4.737200e-03,0.62,0.62
4.737280e-03,0.66,0.66
4.737360e-03,0.62,0.62
4.737440e-03,0.62,0.66
4.737520e-03,0.62,0.58
4.737600e-03,0.62,0.66
4.737680e-03,0.62,0.58
4.737760e-03,0.62,0.66
4.737840e-03,0.62,0.62
4.737920e-03,0.62,0.66
4.738000e-03,0.62,0.58
4.738080e-03,0.66,0.66
4.738160e-03,0.62,0.58
4.738240e-03,0.62,0.66
4.738320e-03,0.62,0.58
4.738400e-03,0.62,0.66
4.738480e-03,0.62,0.58
4.738560e-03,0.62,0.66
4.738640e-03,0.62,0.58
4.738720e-03,0.62,0.66
4.738800e-03,0.62,0.58
4.738880e-03,0.62,0.66
4.738960e-03,0.62,0.58
4.739040e-03,0.62,0.66
4.739120e-03,0.62,0.58
4.739200e-03,0.62,0.66
4.739280e-03,0.62,0.58
4.739360e-03,0.62,0.66
4.739440e-03,0.62,0.58
4.739520e-03,0.62,0.66
4.739600e-03,0.62,0.58
4.739680e-03,0.62,0.66
4.739760e-03,0.62,0.58
4.739840e-03,0.62,0.66
4.739920e-03,0.66,0.58
4.740000e-03,0.66,0.66
4.740080e-03,0.62,0.58
4.740160e-03,0.62,0.66
4.740240e-03,0.62,0.58
4.740320e-03,0.62,0.66
4.740400e-03,0.62,0.58
4.740480e-03,0.62,0.66
4.740560e-03,0.62,0.58
4.740640e-03,0.62,0.62
4.740720e-03,0.62,0.58
4.740800e-03,0.62,0.66
4.740880e-03,0.62,0.58
4.740960e-03,0.62,0.62
4.741040e-03,0.62,0.58
4.741120e-03,0.62,0.66
4.741200e-03,0.62,0.58
4.741280e-03,0.62,0.66
4.741360e-03,0.62,0.58
4.741440e-03,0.62,0.66
4.741520e-03,0.62,0.58
4.741600e-03,0.62,0.66
4.741680e-03,0.62,0.58
4.741760e-03,0.62,0.66
4.741840e-03,0.62,0.58
4.741920e-03,0.62,0.62
4.742000e-03,0.62,0.58
4.742080e-03,0.62,0.66
4.742160e-03,0.62,0.58
4.742240e-03,0.62,0.62
4.742320e-03,0.62,0.58
4.742400e-03,0.62,0.62
4.742480e-03,0.58,0.58
4.742560e-03,0.62,0.62
4.742640e-03,0.62,0.58
4.742720e-03,0.62,0.62
4.742800e-03,0.62,0.54
4.742880e-03,0.62,0.66
4.742960e-03,0.62,0.58
4.743040e-03,0.62,0.62
4.743120e-03,0.62,0.58
4.743200e-03,0.62,0.62
4.743280e-03,0.62,0.58
4.743360e-03,0.62,0.62
4.743440e-03,0.62,0.58
4.743520e-03,0.62,0.62
4.743600e-03,0.62,0.58
4.743680e-03,0.62,0.62
4.743760e-03,0.62,0.58
4.743840e-03,0.62,0.66
4.743920e-03,0.62,0.58
4.744000e-03,0.62,0.66
4.744080e-03,0.58,0.58
4.744160e-03,0.62,0.62
4.744240e-03,0.62,0.58
4.744320e-03,0.62,0.62
4.744400e-03,0.62,0.58
4.744480e-03,0.62,0.62
4.744560e-03,0.62,0.58
4.744640e-03,0.62,0.62
4.744720e-03,0.62,0.58
4.744800e-03,0.62,0.62
4.744880e-03,0.58,0.58
4.744960e-03,0.62,0.62
4.745040e-03,0.58,0.58
4.745120e-03,0.62,0.62
4.745200e-03,0.62,0.58
4.745280e-03,0.62,0.62
4.745360e-03,0.62,0.58
4.745440e-03,0.62,0.62
4.745520e-03,0.62,0.58
4.745600e-03,0.62,0.62
4.745680e-03,0.62,0.58
4.745760e-03,0.62,0.62
4.745840e-03,0.62,0.58
4.745920e-03,0.62,0.62
4.746000e-03,0.58,0.58
4.746080e-03,0.62,0.62
4.746160e-03,0.62,0.58
4.746240e-03,0.58,0.62
4.746320e-03,0.62,0.58
4.746400e-03,0.62,0.62
4.746480e-03,0.58,0.54
4.746560e-03,0.58,0.62
4.746640e-03,0.62,0.58
4.746720e-03,0.62,0.62
4.746800e-03,0.58,0.58
4.746880e-03,0.62,0.62
4.746960e-03,0.58,0.58
4.747040e-03,0.62,0.62
4.747120e-03,0.62,0.58
4.747200e-03,0.58,0.62
4.747280e-03,0.62,0.54
4.747360e-03,0.62,0.62
4.747440e-03,0.62,0.58
4.747520e-03,0.58,0.62
4.747600e-03,0.58,0.54
4.747680e-03,0.58,0.62
4.747760e-03,0.62,0.58
4.747840e-03,0.58,0.62
4.747920e-03,0.62,0.58
4.748000e-03,0.58,0.62
4.748080e-03,0.62,0.58
4.748160e-03,0.62,0.62
4.748240e-03,0.58,0.54
4.748320e-03,0.58,0.62
4.748400e-03,0.58,0.58
4.748480e-03,0.58,0.62
4.748560e-03,0.58,0.54
4.748640e-03,0.58,0.62
4.748720e-03,0.58,0.58
4.748800e-03,0.58,0.62
4.748880e-03,0.58,0.58
4.748960e-03,0.58,0.62
4.749040e-03,0.58,0.58
4.749120e-03,0.58,0.62
4.749200e-03,0.62,0.54
4.749280e-03,0.58,0.62
4.749360e-03,0.58,0.54
4.749440e-03,0.62,0.62
4.749520e-03,0.58,0.54
4.749600e-03,0.58,0.62
4.749680e-03,0.58,0.54
4.749760e-03,0.58,0.62
4.749840e-03,0.58,0.54
4.749920e-03,0.58,0.62
4.750000e-03,0.58,0.54
4.750080e-03,0.58,0.62
4.750160e-03,0.62,0.54
4.750240e-03,0.58,0.62
4.750320e-03,0.58,0.54
4.750400e-03,0.58,0.62
4.750480e-03,0.58,0.54
4.750560e-03,0.58,0.62
4.750640e-03,0.58,0.54
4.750720e-03,0.58,0.62
4.750800e-03,0.58,0.54
4.750880e-03,0.58,0.62
4.750960e-03,0.58,0.58
4.751040e-03,0.58,0.62
4.751120e-03,0.58,0.54
4.751200e-03,0.58,0.62
4.751280e-03,0.58,0.54
4.751360e-03,0.58,0.62
4.751440e-03,0.58,0.54
4.751520e-03,0.58,0.62
4.751600e-03,0.58,0.54
4.751680e-03,0.58,0.62
4.751760e-03,0.58,0.54
4.751840e-03,0.62,0.62
4.751920e-03,0.58,0.54
4.752000e-03,0.58,0.62
4.752080e-03,0.58,0.54
4.752160e-03,0.62,0.62
4.752240e-03,0.58,0.54
4.752320e-03,0.58,0.62
4.752400e-03,0.58,0.54
4.752480e-03,0.58,0.62
4.752560e-03,0.58,0.54
4.752640e-03,0.58,0.62
4.752720e-03,0.58,0.54
4.752800e-03,0.58,0.62
4.752880e-03,0.58,0.54
4.752960e-03,0.58,0.62
4.753040e-03,0.58,0.54
4.753120e-03,0.58,0.58
4.753200e-03,0.58,0.54
4.753280e-03,0.58,0.62
4.753360e-03,0.58,0.54
4.753440e-03,0.58,0.62
4.753520e-03,0.58,0.54
4.753600e-03,0.58,0.58
4.753680e-03,0.58,0.54
4.753760e-03,0.58,0.62
4.753840e-03,0.58,0.54
4.753920e-03,0.58,0.62
4.754000e-03,0.58,0.54
4.754080e-03,0.58,0.58
4.754160e-03,0.58,0.54
4.754240e-03,0.58,0.62
4.754320e-03,0.58,0.54
4.754400e-03,0.58,0.62
4.754480e-03,0.58,0.54
4.754560e-03,0.58,0.58
4.754640e-03,0.58,0.54
4.754720e-03,0.58,0.58
4.754800e-03,0.58,0.54
4.754880e-03,0.58,0.62
4.754960e-03,0.58,0.54
4.755040e-03,0.58,0.58
4.755120e-03,0.58,0.54
4.755200e-03,0.58,0.62
4.755280e-03,0.58,0.54
4.755360e-03,0.58,0.58
4.755440e-03,0.62,0.54
4.755520e-03,0.58,0.62
4.755600e-03,0.58,0.54
4.755680e-03,0.58,0.62
4.755760e-03,0.58,0.54
4.755840e-03,0.58,0.62
4.755920e-03,0.58,0.54
4.756000e-03,0.58,0.62
4.756080e-03,0.58,0.54
4.756160e-03,0.58,0.58
4.756240e-03,0.58,0.54
4.756320e-03,0.54,0.58
4.756400e-03,0.58,0.54
4.756480e-03,0.58,0.62
4.756560e-03,0.58,0.54
4.756640e-03,0.58,0.58
4.756720e-03,0.58,0.54
4.756800e-03,0.58,0.58
4.756880e-03,0.58,0.54
4.756960e-03,0.58,0.62
4.757040e-03,0.58,0.54
4.757120e-03,0.58,0.58
4.757200e-03,0.58,0.54
4.757280e-03,0.58,0.58
4.757360e-03,0.58,0.54
4.757440e-03,0.58,0.58
4.757520e-03,0.58,0.54
4.757600e-03,0.58,0.58
4.757680e-03,0.58,0.54
4.757760e-03,0.54,0.58
4.757840e-03,0.58,0.54
4.757920e-03,0.58,0.58
4.758000e-03,0.58,0.54
4.758080e-03,0.58,0.58
4.758160e-03,0.58,0.54
4.758240e-03,0.58,0.58
4.758320e-03,0.58,0.54
4.758400e-03,0.58,0.58
4.758480e-03,0.58,0.5
4.758560e-03,0.54,0.58
4.758640e-03,0.58,0.54
4.758720e-03,0.58,0.58
4.758800e-03,0.58,0.54
4.758880e-03,0.58,0.58
4.758960e-03,0.58,0.54
4.759040e-03,0.58,0.58
4.759120e-03,0.54,0.54
4.759200e-03,0.58,0.58
4.759280e-03,0.58,0.54
4.759360e-03,0.58,0.58
4.759440e-03,0.58,0.54
4.759520e-03,0.54,0.58
4.759600e-03,0.58,0.54
4.759680e-03,0.58,0.58
4.759760e-03,0.58,0.54
4.759840e-03,0.58,0.58
4.759920e-03,0.58,0.54
4.760000e-03,0.58,0.58
4.760080e-03,0.58,0.5
4.760160e-03,0.54,0.58
4.760240e-03,0.58,0.54
4.760320e-03,0.58,0.58
4.760400e-03,0.58,0.5
4.760480e-03,0.54,0.58
4.760560e-03,0.58,0.5
4.760640e-03,0.54,0.58
4.760720e-03,0.58,0.5
4.760800e-03,0.58,0.58
4.760880e-03,0.58,0.54
4.760960e-03,0.58,0.58
4.761040e-03,0.58,0.54
4.761120e-03,0.54,0.58
4.761200e-03,0.58,0.5
4.761280e-03,0.58,0.58
4.761360e-03,0.54,0.5
4.761440e-03,0.54,0.58
4.761520e-03,0.58,0.5
4.761600e-03,0.58,0.58
4.761680e-03,0.58,0.5
4.761760e-03,0.58,0.58
4.761840e-03,0.54,0.54
4.761920e-03,0.58,0.58
4.762000e-03,0.58,0.5
4.762080e-03,0.58,0.58
4.762160e-03,0.58,0.54
4.762240e-03,0.58,0.58
4.762320e-03,0.54,0.54
4.762400e-03,0.54,0.58
4.762480e-03,0.58,0.5
4.762560e-03,0.54,0.58
4.762640e-03,0.54,0.5
4.762720e-03,0.54,0.58
4.762800e-03,0.58,0.5
4.762880e-03,0.54,0.58
4.762960e-03,0.54,0.5
4.763040e-03,0.58,0.58
4.763120e-03,0.54,0.54
4.763200e-03,0.58,0.58
4.763280e-03,0.54,0.5
4.763360e-03,0.54,0.58
4.763440e-03,0.54,0.5
4.763520e-03,0.58,0.58
4.763600e-03,0.54,0.5
4.763680e-03,0.58,0.58
4.763760e-03,0.54,0.5
4.763840e-03,0.54,0.58
4.763920e-03,0.54,0.5
4.764000e-03,0.54,0.58
4.764080e-03,0.54,0.5
4.764160e-03,0.54,0.58
4.764240e-03,0.58,0.5
4.764320e-03,0.54,0.58
4.764400e-03,0.54,0.5
4.764480e-03,0.54,0.58
4.764560e-03,0.54,0.5
4.764640e-03,0.54,0.58
4.764720e-03,0.58,0.5
4.764800e-03,0.54,0.58
4.764880e-03,0.54,0.5
4.764960e-03,0.54,0.58
4.765040e-03,0.54,0.5
4.765120e-03,0.54,0.58
4.765200e-03,0.54,0.5
4.765280e-03,0.54,0.58
4.765360e-03,0.5,0.5
4.765440e-03,0.54,0.58
4.765520e-03,0.54,0.5
4.765600e-03,0.54,0.58
4.765680e-03,0.54,0.5
4.765760e-03,0.54,0.58
4.765840e-03,0.54,0.5
4.765920e-03,0.54,0.54
4.766000e-03,0.54,0.5
4.766080e-03,0.54,0.58
4.766160e-03,0.54,0.5
4.766240e-03,0.54,0.58
4.766320e-03,0.54,0.5
4.766400e-03,0.54,0.58
4.766480e-03,0.54,0.5
4.766560e-03,0.54,0.58
4.766640e-03,0.54,0.5
4.766720e-03,0.58,0.58
4.766800e-03,0.58,0.5
4.766880e-03,0.54,0.58
4.766960e-03,0.54,0.5
4.767040e-03,0.54,0.58
4.767120e-03,0.54,0.5
4.767200e-03,0.54,0.58
4.767280e-03,0.54,0.5
4.767360e-03,0.54,0.58
4.767440e-03,0.54,0.5
4.767520e-03,0.54,0.58
4.767600e-03,0.54,0.5
4.767680e-03,0.54,0.58
4.767760e-03,0.54,0.5
4.767840e-03,0.54,0.58
4.767920e-03,0.54,0.5
4.768000e-03,0.54,0.58
4.768080e-03,0.54,0.5
4.768160e-03,0.54,0.58
4.768240e-03,0.54,0.5
4.768320e-03,0.54,0.54
4.768400e-03,0.54,0.5
4.768480e-03,0.54,0.54
4.768560e-03,0.54,0.5
4.768640e-03,0.54,0.54
4.768720e-03,0.54,0.5
4.768800e-03,0.54,0.58
4.768880e-03,0.58,0.5
4.768960e-03,0.54,0.58
4.769040e-03,0.54,0.5
4.769120e-03,0.54,0.58
4.769200e-03,0.54,0.5
4.769280e-03,0.54,0.58
4.769360e-03,0.5,0.5
4.769440e-03,0.54,0.58
4.769520e-03,0.54,0.5
4.769600e-03,0.54,0.54
4.769680e-03,0.54,0.5
4.769760e-03,0.54,0.58
4.769840e-03,0.54,0.5
4.769920e-03,0.54,0.58
4.770000e-03,0.54,0.5
4.770080e-03,0.54,0.58
4.770160e-03,0.54,0.5
4.770240e-03,0.58,0.54
4.770320e-03,0.54,0.5
4.770400e-03,0.54,0.58
4.770480e-03,0.54,0.5
4.770560e-03,0.54,0.58
4.770640e-03,0.54,0.5
4.770720e-03,0.54,0.54
4.770800e-03,0.54,0.5
4.770880e-03,0.54,0.54
4.770960e-03,0.54,0.5
4.771040e-03,0.5,0.54
4.771120e-03,0.5,0.5
4.771200e-03,0.54,0.54
4.771280e-03,0.54,0.5
4.771360e-03,0.54,0.54
4.771440e-03,0.54,0.5
4.771520e-03,0.54,0.54
4.771600e-03,0.54,0.5
4.771680e-03,0.54,0.54
4.771760e-03,0.54,0.5
4.771840e-03,0.54,0.54
4.771920e-03,0.54,0.5
4.772000e-03,0.5,0.54
4.772080e-03,0.54,0.5
4.772160e-03,0.54,0.54
4.772240e-03,0.5,0.5
4.772320e-03,0.54,0.54
4.772400e-03,0.54,0.5
4.772480e-03,0.54,0.54
4.772560e-03,0.54,0.5
4.772640e-03,0.54,0.54
4.772720e-03,0.54,0.5
4.772800e-03,0.5,0.54
4.772880e-03,0.5,0.5
4.772960e-03,0.54,0.54
4.773040e-03,0.54,0.5
4.773120e-03,0.54,0.54
4.773200e-03,0.54,0.5
4.773280e-03,0.54,0.54
4.773360e-03,0.54,0.5
4.773440e-03,0.54,0.54
4.773520e-03,0.5,0.5
4.773600e-03,0.54,0.54
4.773680e-03,0.5,0.5
4.773760e-03,0.5,0.54
4.773840e-03,0.5,0.5
4.773920e-03,0.5,0.54
4.774000e-03,0.54,0.5
4.774080e-03,0.54,0.54
4.774160e-03,0.54,0.5
4.774240e-03,0.54,0.54
4.774320e-03,0.5,0.5
4.774400e-03,0.54,0.54
4.774480e-03,0.5,0.5
4.774560e-03,0.54,0.54
4.774640e-03,0.5,0.5
4.774720e-03,0.5,0.54
4.774800e-03,0.54,0.5
4.774880e-03,0.5,0.54
4.774960e-03,0.5,0.46
4.775040e-03,0.54,0.54
4.775120e-03,0.5,0.5
4.775200e-03,0.5,0.54
4.775280e-03,0.54,0.5
4.775360e-03,0.54,0.54
4.775440e-03,0.5,0.46
4.775520e-03,0.54,0.54
4.775600e-03,0.54,0.5
4.775680e-03,0.54,0.54
4.775760e-03,0.54,0.46
4.775840e-03,0.54,0.54
4.775920e-03,0.54,0.46
4.776000e-03,0.54,0.54
4.776080e-03,0.54,0.46
4.776160e-03,0.5,0.54
4.776240e-03,0.5,0.5
4.776320e-03,0.5,0.54
4.776400e-03,0.5,0.5
4.776480e-03,0.54,0.54
4.776560e-03,0.54,0.5
4.776640e-03,0.54,0.54
4.776720e-03,0.5,0.46
4.776800e-03,0.5,0.54
4.776880e-03,0.5,0.5
4.776960e-03,0.54,0.54
4.777040e-03,0.5,0.46
4.777120e-03,0.5,0.54
4.777200e-03,0.5,0.46
4.777280e-03,0.54,0.54
4.777360e-03,0.5,0.46
4.777440e-03,0.5,0.54
4.777520e-03,0.54,0.5
4.777600e-03,0.54,0.54
4.777680e-03,0.5,0.46
4.777760e-03,0.5,0.54
4.777840e-03,0.54,0.5
4.777920e-03,0.5,0.54
4.778000e-03,0.54,0.46
4.778080e-03,0.5,0.54
4.778160e-03,0.5,0.46
4.778240e-03,0.54,0.54
4.778320e-03,0.5,0.46
4.778400e-03,0.54,0.54
4.778480e-03,0.54,0.46
4.778560e-03,0.54,0.54
4.778640e-03,0.5,0.5
4.778720e-03,0.54,0.54
4.778800e-03,0.54,0.5
4.778880e-03,0.5,0.54
4.778960e-03,0.5,0.5
4.779040e-03,0.5,0.54
4.779120e-03,0.54,0.5
4.779200e-03,0.54,0.54
4.779280e-03,0.5,0.46
4.779360e-03,0.54,0.54
4.779440e-03,0.54,0.46
4.779520e-03,0.54,0.54
4.779600e-03,0.5,0.46
4.779680e-03,0.54,0.54
4.779760e-03,0.54,0.46
4.779840e-03,0.54,0.54
4.779920e-03,0.5,0.46
4.780000e-03,0.54,0.54
4.780080e-03,0.5,0.46
4.780160e-03,0.5,0.54
4.780240e-03,0.5,0.46
4.780320e-03,0.54,0.54
4.780400e-03,0.5,0.46
4.780480e-03,0.5,0.54
4.780560e-03,0.54,0.46
4.780640e-03,0.5,0.54
4.780720e-03,0.5,0.46
4.780800e-03,0.54,0.54
4.780880e-03,0.5,0.46
4.780960e-03,0.5,0.54
4.781040e-03,0.5,0.46
4.781120e-03,0.5,0.54
4.781200e-03,0.5,0.46
4.781280e-03,0.54,0.54
4.781360e-03,0.5,0.46
4.781440e-03,0.5,0.54
4.781520e-03,0.54,0.46
4.781600e-03,0.5,0.54
4.781680e-03,0.54,0.46
4.781760e-03,0.5,0.54
4.781840e-03,0.5,0.46
4.781920e-03,0.5,0.54
4.782000e-03,0.5,0.46
4.782080e-03,0.5,0.54
4.782160e-03,0.5,0.46
4.782240e-03,0.5,0.54
4.782320e-03,0.5,0.46
4.782400e-03,0.5,0.54
4.782480e-03,0.5,0.46
4.782560e-03,0.5,0.54
4.782640e-03,0.5,0.46
4.782720e-03,0.5,0.54
4.782800e-03,0.5,0.46
4.782880e-03,0.5,0.54
4.782960e-03,0.5,0.46
4.783040e-03,0.5,0.54
4.783120e-03,0.5,0.46
4.783200e-03,0.5,0.54
4.783280e-03,0.5,0.46
4.783360e-03,0.5,0.54
4.783440e-03,0.5,0.46
4.783520e-03,0.5,0.54
4.783600e-03,0.54,0.46
4.783680e-03,0.54,0.5
