Model,DPO2002B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.001,
Sample Interval,8e-08,
Filter Frequency,7e+07,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,1,
Label,,
TIME,CH2,CH2 Peak Detect
5.677360e-03,0.06,0.02
5.677440e-03,0.06,0.1
5.677520e-03,0.02,0.02
5.677600e-03,0.02,0.06
5.677680e-03,0.06,0.02
5.677760e-03,0.06,0.1
5.677840e-03,0.06,0.02
5.677920e-03,0.06,0.06
5.678000e-03,0.06,0.02
5.678080e-03,0.06,0.06
5.678160e-03,0.06,0.02
5.678240e-03,0.06,0.1
5.678320e-03,0.02,0.02
5.678400e-03,0.06,0.06
5.678480e-03,0.02,-0.02
5.678560e-03,0.02,0.06
5.678640e-03,0.06,0.02
5.678720e-03,0.06,0.1
5.678800e-03,0.02,0.02
5.678880e-03,0.02,0.1
5.678960e-03,0.06,0.02
5.679040e-03,0.02,0.06
5.679120e-03,0.02,0.02
5.679200e-03,0.06,0.06
5.679280e-03,0.06,0.02
5.679360e-03,0.06,0.06
5.679440e-03,0.06,0.02
5.679520e-03,0.06,0.06
5.679600e-03,0.02,0.02
5.679680e-03,0.02,0.06
5.679760e-03,0.06,0.02
5.679840e-03,0.02,0.06
5.679920e-03,0.02,0.02
5.680000e-03,0.06,0.1
5.680080e-03,0.02,0.02
5.680160e-03,0.02,0.06
5.680240e-03,0.06,0.02
5.680320e-03,0.06,0.1
5.680400e-03,0.06,0.02
5.680480e-03,0.06,0.06
5.680560e-03,0.06,0.02
5.680640e-03,0.06,0.06
5.680720e-03,0.06,0.02
5.680800e-03,0.06,0.1
5.680880e-03,0.06,0.02
5.680960e-03,0.02,0.06
5.681040e-03,0.06,0.02
5.681120e-03,0.06,0.1
5.681200e-03,0.02,0.02
5.681280e-03,0.06,0.06
5.681360e-03,0.02,0.02
5.681440e-03,0.06,0.06
5.681520e-03,0.06,0.02
5.681600e-03,0.06,0.1
5.681680e-03,0.06,0.02
5.681760e-03,0.06,0.06
5.681840e-03,0.06,0.02
5.681920e-03,0.02,0.1
5.682000e-03,0.06,0.02
5.682080e-03,0.06,0.06
5.682160e-03,0.06,0.02
5.682240e-03,0.02,0.06
5.682320e-03,0.02,0.02
5.682400e-03,0.02,0.06
5.682480e-03,0.02,0.02
5.682560e-03,0.02,0.06
5.682640e-03,0.02,0.02
5.682720e-03,0.06,0.06
5.682800e-03,0.06,0.02
5.682880e-03,0.06,0.06
5.682960e-03,0.02,0.02
5.683040e-03,0.02,0.06
5.683120e-03,0.06,0.02
5.683200e-03,0.06,0.06
5.683280e-03,0.06,0.02
5.683360e-03,0.06,0.06
5.683440e-03,0.02,0.02
5.683520e-03,0.06,0.1
5.683600e-03,0.06,0.02
5.683680e-03,0.06,0.06
5.683760e-03,0.06,0.02
5.683840e-03,0.02,0.06
5.683920e-03,0.02,0.02
5.684000e-03,0.02,0.06
5.684080e-03,0.02,0.02
5.684160e-03,0.02,0.06
5.684240e-03,0.02,0.02
5.684320e-03,0.02,0.06
5.684400e-03,0.06,0.02
5.684480e-03,0.06,0.06
5.684560e-03,0.06,0.02
5.684640e-03,0.02,0.06
5.684720e-03,0.02,0.02
5.684800e-03,0.06,0.06
5.684880e-03,0.02,0.02
5.684960e-03,0.06,0.1
5.685040e-03,0.06,0.02
5.685120e-03,0.02,0.06
5.685200e-03,0.02,0.02
5.685280e-03,0.02,0.06
5.685360e-03,0.02,0.02
5.685440e-03,0.06,0.06
5.685520e-03,0.06,0.02
5.685600e-03,0.02,0.06
5.685680e-03,0.06,0.02
5.685760e-03,0.06,0.06
5.685840e-03,0.06,0.02
5.685920e-03,0.02,0.06
5.686000e-03,0.06,0.02
5.686080e-03,0.06,0.06
5.686160e-03,0.06,0.02
5.686240e-03,0.02,0.1
5.686320e-03,0.06,0.02
5.686400e-03,0.02,0.06
5.686480e-03,0.02,0.02
5.686560e-03,0.06,0.1
5.686640e-03,0.06,0.02
5.686720e-03,0.06,0.06
5.686800e-03,0.06,0.02
5.686880e-03,0.06,0.1
5.686960e-03,0.06,0.02
5.687040e-03,0.02,0.06
5.687120e-03,0.06,0.02
5.687200e-03,0.06,0.06
5.687280e-03,0.06,0.02
5.687360e-03,0.06,0.06
5.687440e-03,0.06,0.02
5.687520e-03,0.06,0.06
5.687600e-03,0.06,0.02
5.687680e-03,0.06,0.06
5.687760e-03,0.06,0.02
5.687840e-03,0.06,0.06
5.687920e-03,0.06,0.02
5.688000e-03,0.06,0.1
5.688080e-03,0.06,0.02
5.688160e-03,0.02,0.06
5.688240e-03,0.02,0.02
5.688320e-03,0.06,0.06
5.688400e-03,0.06,0.02
5.688480e-03,0.06,0.06
5.688560e-03,0.06,0.02
5.688640e-03,0.06,0.06
5.688720e-03,0.06,0.02
5.688800e-03,0.06,0.06
5.688880e-03,0.02,0.02
5.688960e-03,0.06,0.06
5.689040e-03,0.06,0.02
5.689120e-03,0.06,0.06
5.689200e-03,0.02,0.02
5.689280e-03,0.06,0.06
5.689360e-03,0.06,0.02
5.689440e-03,0.06,0.06
5.689520e-03,0.02,0.02
5.689600e-03,0.06,0.06
5.689680e-03,0.02,0.02
5.689760e-03,0.06,0.06
5.689840e-03,0.02,0.02
5.689920e-03,0.06,0.06
5.690000e-03,0.02,0.02
5.690080e-03,0.06,0.06
5.690160e-03,0.02,0.02
5.690240e-03,0.02,0.06
5.690320e-03,0.02,0.02
5.690400e-03,0.06,0.06
5.690480e-03,0.06,0.02
5.690560e-03,0.02,0.06
5.690640e-03,0.02,0.02
5.690720e-03,0.06,0.06
5.690800e-03,0.06,0.02
5.690880e-03,0.06,0.06
5.690960e-03,0.02,0.02
5.691040e-03,0.02,0.06
5.691120e-03,0.02,0.02
5.691200e-03,0.06,0.06
5.691280e-03,0.06,0.02
5.691360e-03,0.02,0.06
5.691440e-03,0.02,0.02
5.691520e-03,0.06,0.06
5.691600e-03,0.06,0.02
5.691680e-03,0.02,0.06
5.691760e-03,0.02,0.02
5.691840e-03,0.02,0.06
5.691920e-03,0.06,0.02
5.692000e-03,0.06,0.06
5.692080e-03,0.02,0.02
5.692160e-03,0.06,0.06
5.692240e-03,0.02,0.02
5.692320e-03,0.06,0.06
5.692400e-03,0.06,0.02
5.692480e-03,0.06,0.06
5.692560e-03,0.06,0.02
5.692640e-03,0.02,0.06
5.692720e-03,0.06,0.02
5.692800e-03,0.02,0.06
5.692880e-03,0.06,0.02
5.692960e-03,0.06,0.06
5.693040e-03,0.06,0.02
5.693120e-03,0.06,0.06
5.693200e-03,0.06,0.02
5.693280e-03,0.06,0.06
5.693360e-03,0.02,0.02
5.693440e-03,0.06,0.06
5.693520e-03,0.06,0.02
5.693600e-03,0.06,0.06
5.693680e-03,0.06,0.02
5.693760e-03,0.06,0.06
5.693840e-03,0.02,0.02
5.693920e-03,0.02,0.06
5.694000e-03,0.02,0.02
5.694080e-03,0.06,0.1
5.694160e-03,0.06,0.02
5.694240e-03,0.06,0.06
5.694320e-03,0.02,0.02
5.694400e-03,0.06,0.06
5.694480e-03,0.06,0.02
5.694560e-03,0.06,0.1
5.694640e-03,0.06,0.02
5.694720e-03,0.06,0.06
5.694800e-03,0.06,0.02
5.694880e-03,0.06,0.06
5.694960e-03,0.06,0.02
5.695040e-03,0.06,0.06
5.695120e-03,0.06,0.02
5.695200e-03,0.06,0.06
5.695280e-03,0.06,0.02
5.695360e-03,0.06,0.06
5.695440e-03,0.06,0.02
5.695520e-03,0.06,0.06
5.695600e-03,0.06,0.02
5.695680e-03,0.06,0.06
5.695760e-03,0.06,0.02
5.695840e-03,0.02,0.1
5.695920e-03,0.06,0.02
5.696000e-03,0.02,0.06
5.696080e-03,0.02,0.02
5.696160e-03,0.06,0.1
5.696240e-03,0.06,0.02
5.696320e-03,0.06,0.06
5.696400e-03,0.06,0.02
5.696480e-03,0.02,0.1
5.696560e-03,0.06,0.02
5.696640e-03,0.06,0.06
5.696720e-03,0.06,0.02
5.696800e-03,0.06,0.06
5.696880e-03,0.06,0.02
5.696960e-03,0.06,0.06
5.697040e-03,0.02,0.02
5.697120e-03,0.06,0.06
5.697200e-03,0.06,0.02
5.697280e-03,0.06,0.06
5.697360e-03,0.02,0.02
5.697440e-03,0.02,0.06
5.697520e-03,0.06,0.02
5.697600e-03,0.06,0.06
5.697680e-03,0.02,0.02
5.697760e-03,0.06,0.06
5.697840e-03,0.02,0.02
5.697920e-03,0.06,0.06
5.698000e-03,0.06,0.02
5.698080e-03,0.06,0.06
5.698160e-03,0.06,0.02
5.698240e-03,0.06,0.06
5.698320e-03,0.06,0.02
5.698400e-03,0.02,0.06
5.698480e-03,0.06,0.02
5.698560e-03,0.02,0.06
5.698640e-03,0.06,0.02
5.698720e-03,0.06,0.06
5.698800e-03,0.06,0.02
5.698880e-03,0.06,0.06
5.698960e-03,0.06,0.02
5.699040e-03,0.02,0.06
5.699120e-03,0.02,0.02
5.699200e-03,0.02,0.06
5.699280e-03,0.06,0.02
5.699360e-03,0.02,0.06
5.699440e-03,0.06,0.02
5.699520e-03,0.06,0.06
5.699600e-03,0.06,0.02
5.699680e-03,0.06,0.06
5.699760e-03,0.06,0.02
5.699840e-03,0.02,0.06
5.699920e-03,0.02,0.02
5.700000e-03,0.06,0.1
5.700080e-03,0.06,0.02
5.700160e-03,0.02,0.1
5.700240e-03,0.02,0.02
5.700320e-03,0.06,0.06
5.700400e-03,0.02,0.02
5.700480e-03,0.06,0.06
5.700560e-03,0.06,0.02
5.700640e-03,0.02,0.06
5.700720e-03,0.06,0.02
5.700800e-03,0.02,0.1
5.700880e-03,0.02,0.02
5.700960e-03,0.02,0.1
5.701040e-03,0.02,0.02
5.701120e-03,0.06,0.06
5.701200e-03,0.06,0.02
5.701280e-03,0.06,0.06
5.701360e-03,0.06,0.02
5.701440e-03,0.02,0.06
5.701520e-03,0.02,0.02
5.701600e-03,0.06,0.06
5.701680e-03,0.06,0.02
5.701760e-03,0.02,0.1
5.701840e-03,0.06,0.02
5.701920e-03,0.06,0.06
5.702000e-03,0.06,0.02
5.702080e-03,0.06,0.06
5.702160e-03,0.06,0.02
5.702240e-03,0.06,0.06
5.702320e-03,0.06,0.02
5.702400e-03,0.06,0.1
5.702480e-03,0.06,0.02
5.702560e-03,0.06,0.06
5.702640e-03,0.02,0.02
5.702720e-03,0.06,0.06
5.702800e-03,0.02,0.02
5.702880e-03,0.06,0.06
5.702960e-03,0.02,0.02
5.703040e-03,0.06,0.06
5.703120e-03,0.02,0.02
5.703200e-03,0.02,0.06
5.703280e-03,0.06,0.02
5.703360e-03,0.06,0.06
5.703440e-03,0.02,0.02
5.703520e-03,0.06,0.06
5.703600e-03,0.06,0.02
5.703680e-03,0.02,0.06
5.703760e-03,0.06,0.02
5.703840e-03,0.02,0.06
5.703920e-03,0.02,0.02
5.704000e-03,0.02,0.06
5.704080e-03,0.02,0.02
5.704160e-03,0.06,0.06
5.704240e-03,0.06,0.02
5.704320e-03,0.06,0.06
5.704400e-03,0.02,0.02
5.704480e-03,0.02,0.06
5.704560e-03,0.02,0.02
5.704640e-03,0.02,0.06
5.704720e-03,0.02,0.02
5.704800e-03,0.06,0.1
5.704880e-03,0.06,0.02
5.704960e-03,0.06,0.06
5.705040e-03,0.02,0.02
5.705120e-03,0.06,0.06
5.705200e-03,0.02,0.02
5.705280e-03,0.06,0.06
5.705360e-03,0.06,0.02
5.705440e-03,0.02,0.06
5.705520e-03,0.06,0.02
5.705600e-03,0.02,0.06
5.705680e-03,0.02,0.02
5.705760e-03,0.06,0.06
5.705840e-03,0.02,0.02
5.705920e-03,0.02,0.06
5.706000e-03,0.06,0.02
5.706080e-03,0.06,0.1
5.706160e-03,0.06,0.02
5.706240e-03,0.06,0.1
5.706320e-03,0.06,0.02
5.706400e-03,0.06,0.06
5.706480e-03,0.02,0.02
5.706560e-03,0.06,0.06
5.706640e-03,0.06,0.02
5.706720e-03,0.06,0.06
5.706800e-03,0.06,0.02
5.706880e-03,0.02,0.1
5.706960e-03,0.06,0.02
5.707040e-03,0.06,0.06
5.707120e-03,0.02,0.02
5.707200e-03,0.06,0.06
5.707280e-03,0.06,0.02
5.707360e-03,0.06,0.06
5.707440e-03,0.06,0.02
5.707520e-03,0.02,0.06
5.707600e-03,0.06,0.02
5.707680e-03,0.06,0.06
5.707760e-03,0.06,0.02
5.707840e-03,0.02,0.1
5.707920e-03,0.06,0.02
5.708000e-03,0.06,0.06
5.708080e-03,0.06,0.02
5.708160e-03,0.06,0.06
5.708240e-03,0.02,0.02
5.708320e-03,0.06,0.06
5.708400e-03,0.06,0.02
5.708480e-03,0.06,0.06
5.708560e-03,0.02,0.02
5.708640e-03,0.06,0.06
5.708720e-03,0.06,0.02
5.708800e-03,0.02,0.06
5.708880e-03,0.06,0.02
5.708960e-03,0.06,0.06
5.709040e-03,0.02,0.02
5.709120e-03,0.02,0.06
5.709200e-03,0.02,0.02
5.709280e-03,0.02,0.06
5.709360e-03,0.06,0.02
5.709440e-03,0.06,0.06
5.709520e-03,0.06,0.02
5.709600e-03,0.06,0.06
5.709680e-03,0.06,0.02
5.709760e-03,0.06,0.06
5.709840e-03,0.02,0.02
5.709920e-03,0.06,0.06
5.710000e-03,0.02,0.02
5.710080e-03,0.06,0.06
5.710160e-03,0.02,0.02
5.710240e-03,0.02,0.06
5.710320e-03,0.06,0.02
5.710400e-03,0.06,0.06
5.710480e-03,0.02,0.02
5.710560e-03,0.06,0.06
5.710640e-03,0.06,0.02
5.710720e-03,0.06,0.06
5.710800e-03,0.06,0.02
5.710880e-03,0.06,0.06
5.710960e-03,0.06,0.02
5.711040e-03,0.02,0.1
5.711120e-03,0.02,0.02
5.711200e-03,0.06,0.06
5.711280e-03,0.02,0.02
5.711360e-03,0.06,0.06
5.711440e-03,0.06,0.02
5.711520e-03,0.02,0.06
5.711600e-03,0.06,0.02
5.711680e-03,0.06,0.06
5.711760e-03,0.06,0.02
5.711840e-03,0.06,0.06
5.711920e-03,0.02,0.02
5.712000e-03,0.02,0.06
5.712080e-03,0.06,0.02
5.712160e-03,0.06,0.06
5.712240e-03,0.02,0.02
5.712320e-03,0.06,0.06
5.712400e-03,0.06,0.02
5.712480e-03,0.02,0.06
5.712560e-03,0.06,0.02
5.712640e-03,0.06,0.06
5.712720e-03,0.06,0.02
5.712800e-03,0.02,0.06
5.712880e-03,0.02,0.02
5.712960e-03,0.02,0.06
5.713040e-03,0.02,0.02
5.713120e-03,0.02,0.1
5.713200e-03,0.02,0.02
5.713280e-03,0.02,0.06
5.713360e-03,0.06,0.02
5.713440e-03,0.06,0.06
5.713520e-03,0.06,0.02
5.713600e-03,0.06,0.1
5.713680e-03,0.06,0.02
5.713760e-03,0.06,0.06
5.713840e-03,0.06,0.02
5.713920e-03,0.02,0.06
5.714000e-03,0.06,0.02
5.714080e-03,0.06,0.06
5.714160e-03,0.06,0.02
5.714240e-03,0.06,0.06
5.714320e-03,0.02,0.02
5.714400e-03,0.06,0.1
5.714480e-03,0.06,0.02
5.714560e-03,0.06,0.06
5.714640e-03,0.06,0.02
5.714720e-03,0.06,0.06
5.714800e-03,0.06,0.02
5.714880e-03,0.02,0.06
5.714960e-03,0.02,0.02
5.715040e-03,0.06,0.06
5.715120e-03,0.06,0.02
5.715200e-03,0.06,0.06
5.715280e-03,0.02,0.02
5.715360e-03,0.06,0.06
5.715440e-03,0.06,0.02
5.715520e-03,0.06,0.06
5.715600e-03,0.06,0.02
5.715680e-03,0.02,0.06
5.715760e-03,0.06,0.02
5.715840e-03,0.06,0.06
5.715920e-03,0.06,0.02
5.716000e-03,0.06,0.06
5.716080e-03,0.06,0.02
5.716160e-03,0.06,0.06
5.716240e-03,0.06,0.02
5.716320e-03,0.06,0.06
5.716400e-03,0.06,0.02
5.716480e-03,0.06,0.06
5.716560e-03,0.06,0.02
5.716640e-03,0.06,0.06
5.716720e-03,0.06,0.02
5.716800e-03,0.06,0.06
5.716880e-03,0.06,0.02
5.716960e-03,0.02,0.1
5.717040e-03,0.06,0.02
5.717120e-03,0.02,0.06
5.717200e-03,0.06,0.02
5.717280e-03,0.02,0.06
5.717360e-03,0.06,0.02
5.717440e-03,0.06,0.06
5.717520e-03,0.06,0.02
5.717600e-03,0.06,0.1
5.717680e-03,0.06,0.02
5.717760e-03,0.06,0.1
5.717840e-03,0.06,0.02
5.717920e-03,0.06,0.06
5.718000e-03,0.06,0.02
5.718080e-03,0.02,0.1
5.718160e-03,0.02,0.02
5.718240e-03,0.02,0.1
5.718320e-03,0.02,0.02
5.718400e-03,0.06,0.1
5.718480e-03,0.06,0.02
5.718560e-03,0.02,0.06
5.718640e-03,0.02,0.02
5.718720e-03,0.06,0.06
5.718800e-03,0.06,0.02
5.718880e-03,0.06,0.06
5.718960e-03,0.02,0.02
5.719040e-03,0.06,0.06
5.719120e-03,0.06,0.02
5.719200e-03,0.02,0.06
5.719280e-03,0.06,0.02
5.719360e-03,0.02,0.06
5.719440e-03,0.06,0.02
5.719520e-03,0.06,0.06
5.719600e-03,0.06,0.02
5.719680e-03,0.06,0.06
5.719760e-03,0.06,0.02
5.719840e-03,0.06,0.06
5.719920e-03,0.02,0.02
5.720000e-03,0.02,0.06
5.720080e-03,0.02,0.02
5.720160e-03,0.06,0.06
5.720240e-03,0.06,0.02
5.720320e-03,0.02,0.06
5.720400e-03,0.06,0.02
5.720480e-03,0.06,0.1
5.720560e-03,0.06,0.02
5.720640e-03,0.06,0.06
5.720720e-03,0.02,0.02
5.720800e-03,0.06,0.06
5.720880e-03,0.06,0.02
5.720960e-03,0.02,0.06
5.721040e-03,0.02,0.02
5.721120e-03,0.06,0.06
5.721200e-03,0.06,0.02
5.721280e-03,0.02,0.06
5.721360e-03,0.06,0.02
5.721440e-03,0.06,0.06
5.721520e-03,0.06,0.02
5.721600e-03,0.02,0.06
5.721680e-03,0.06,0.02
5.721760e-03,0.02,0.06
5.721840e-03,0.02,0.02
5.721920e-03,0.06,0.06
5.722000e-03,0.02,0.02
5.722080e-03,0.06,0.06
5.722160e-03,0.02,0.02
5.722240e-03,0.02,0.06
5.722320e-03,0.02,0.02
5.722400e-03,0.06,0.06
5.722480e-03,0.06,0.02
5.722560e-03,0.02,0.06
5.722640e-03,0.06,0.02
5.722720e-03,0.06,0.1
5.722800e-03,0.02,0.02
5.722880e-03,0.06,0.06
5.722960e-03,0.06,0.02
5.723040e-03,0.06,0.06
5.723120e-03,0.06,0.02
5.723200e-03,0.02,0.06
5.723280e-03,0.06,0.02
5.723360e-03,0.06,0.06
5.723440e-03,0.06,0.02
5.723520e-03,0.06,0.06
5.723600e-03,0.02,0.02
5.723680e-03,0.06,0.06
5.723760e-03,0.06,0.02
5.723840e-03,0.06,0.06
5.723920e-03,0.02,0.02
5.724000e-03,0.02,0.06
5.724080e-03,0.06,0.02
5.724160e-03,0.02,0.06
5.724240e-03,0.06,0.02
5.724320e-03,0.02,0.06
5.724400e-03,0.06,0.02
5.724480e-03,0.06,0.06
5.724560e-03,0.02,0.02
5.724640e-03,0.02,0.06
5.724720e-03,0.06,0.02
5.724800e-03,0.02,0.06
5.724880e-03,0.02,0.02
5.724960e-03,0.06,0.06
5.725040e-03,0.06,0.02
5.725120e-03,0.02,0.06
5.725200e-03,0.02,0.02
5.725280e-03,0.06,0.06
5.725360e-03,0.06,-0.02
5.725440e-03,0.02,0.1
5.725520e-03,0.06,0.02
5.725600e-03,0.06,0.06
5.725680e-03,0.06,0.02
5.725760e-03,0.06,0.06
5.725840e-03,0.02,0.02
5.725920e-03,0.06,0.06
5.726000e-03,0.06,0.02
5.726080e-03,0.02,0.06
5.726160e-03,0.06,0.02
5.726240e-03,0.02,0.06
5.726320e-03,0.02,0.02
5.726400e-03,0.06,0.06
5.726480e-03,0.06,0.02
5.726560e-03,0.02,0.06
5.726640e-03,0.02,0.02
5.726720e-03,0.06,0.06
5.726800e-03,0.06,0.02
5.726880e-03,0.06,0.06
5.726960e-03,0.02,0.02
5.727040e-03,0.06,0.06
5.727120e-03,0.06,0.02
5.727200e-03,0.06,0.06
5.727280e-03,0.06,0.02
5.727360e-03,0.06,0.06
5.727440e-03,0.02,0.02
5.727520e-03,0.02,0.06
5.727600e-03,0.06,0.02
5.727680e-03,0.06,0.06
5.727760e-03,0.06,-0.02
5.727840e-03,0.06,0.06
5.727920e-03,0.06,0.02
5.728000e-03,0.06,0.06
5.728080e-03,0.06,0.02
5.728160e-03,0.02,0.06
5.728240e-03,0.06,0.02
5.728320e-03,0.02,0.06
5.728400e-03,0.06,0.02
5.728480e-03,0.06,0.1
5.728560e-03,0.06,0.02
5.728640e-03,0.06,0.06
5.728720e-03,0.02,0.02
5.728800e-03,0.06,0.06
5.728880e-03,0.06,0.02
5.728960e-03,0.06,0.06
5.729040e-03,0.06,0.02
5.729120e-03,0.02,0.06
5.729200e-03,0.06,0.02
5.729280e-03,0.06,0.1
5.729360e-03,0.06,0.02
5.729440e-03,0.06,0.06
5.729520e-03,0.06,0.02
5.729600e-03,0.06,0.06
5.729680e-03,0.06,0.02
5.729760e-03,0.06,0.06
5.729840e-03,0.06,0.02
5.729920e-03,0.02,0.06
5.730000e-03,0.02,0.02
5.730080e-03,0.06,0.06
5.730160e-03,0.06,0.02
5.730240e-03,0.06,0.06
5.730320e-03,0.06,0.02
5.730400e-03,0.06,0.1
5.730480e-03,0.06,0.02
5.730560e-03,0.02,0.06
5.730640e-03,0.06,0.02
5.730720e-03,0.06,0.06
5.730800e-03,0.06,0.02
5.730880e-03,0.06,0.06
5.730960e-03,0.02,0.02
5.731040e-03,0.06,0.06
5.731120e-03,0.02,0.02
5.731200e-03,0.06,0.06
5.731280e-03,0.06,0.02
5.731360e-03,0.06,0.06
5.731440e-03,0.02,0.02
5.731520e-03,0.02,0.06
5.731600e-03,0.02,0.02
5.731680e-03,0.02,0.06
5.731760e-03,0.02,0.02
5.731840e-03,0.06,0.06
5.731920e-03,0.02,0.02
5.732000e-03,0.02,0.06
5.732080e-03,0.06,0.02
5.732160e-03,0.06,0.06
5.732240e-03,0.1,0.02
5.732320e-03,0.06,0.06
5.732400e-03,0.06,0.02
5.732480e-03,0.06,0.1
5.732560e-03,0.02,0.02
5.732640e-03,0.06,0.1
5.732720e-03,0.02,0.02
5.732800e-03,0.06,0.06
5.732880e-03,0.02,0.02
5.732960e-03,0.06,0.06
5.733040e-03,0.06,0.02
5.733120e-03,0.02,0.06
5.733200e-03,0.06,0.02
5.733280e-03,0.06,0.06
5.733360e-03,0.06,0.02
5.733440e-03,0.02,0.06
5.733520e-03,0.06,0.02
5.733600e-03,0.02,0.06
5.733680e-03,0.06,0.02
5.733760e-03,0.06,0.06
5.733840e-03,0.06,0.02
5.733920e-03,0.06,0.1
5.734000e-03,0.06,0.02
5.734080e-03,0.06,0.1
5.734160e-03,0.06,0.02
5.734240e-03,0.06,0.1
5.734320e-03,0.02,0.02
5.734400e-03,0.06,0.1
5.734480e-03,0.06,0.02
5.734560e-03,0.06,0.1
5.734640e-03,0.06,0.02
5.734720e-03,0.06,0.06
5.734800e-03,0.06,0.02
5.734880e-03,0.06,0.06
5.734960e-03,0.02,0.02
5.735040e-03,0.06,0.06
5.735120e-03,0.06,0.02
5.735200e-03,0.06,0.06
5.735280e-03,0.02,0.02
5.735360e-03,0.06,0.06
5.735440e-03,0.06,0.02
5.735520e-03,0.02,0.06
5.735600e-03,0.02,0.02
5.735680e-03,0.02,0.06
5.735760e-03,0.06,0.02
5.735840e-03,0.06,0.06
5.735920e-03,0.02,0.02
5.736000e-03,0.06,0.06
5.736080e-03,0.06,0.02
5.736160e-03,0.06,0.06
5.736240e-03,0.06,0.02
5.736320e-03,0.02,0.06
5.736400e-03,0.06,0.02
5.736480e-03,0.06,0.06
5.736560e-03,0.06,0.02
5.736640e-03,0.02,0.06
5.736720e-03,0.06,0.02
5.736800e-03,0.06,0.06
5.736880e-03,0.06,0.02
5.736960e-03,0.06,0.06
5.737040e-03,0.06,0.02
5.737120e-03,0.06,0.06
5.737200e-03,0.06,0.02
5.737280e-03,0.06,0.06
5.737360e-03,0.06,0.02
5.737440e-03,0.06,0.1
5.737520e-03,0.06,0.02
5.737600e-03,0.06,0.06
5.737680e-03,0.02,0.02
5.737760e-03,0.06,0.06
5.737840e-03,0.06,0.02
5.737920e-03,0.06,0.06
5.738000e-03,0.06,0.02
5.738080e-03,0.06,0.06
5.738160e-03,0.06,0.02
5.738240e-03,0.02,0.06
5.738320e-03,0.02,0.02
5.738400e-03,0.02,0.1
5.738480e-03,0.06,0.02
5.738560e-03,0.06,0.06
5.738640e-03,0.06,0.02
5.738720e-03,0.02,0.1
5.738800e-03,0.06,0.02
5.738880e-03,0.06,0.06
5.738960e-03,0.06,0.02
5.739040e-03,0.06,0.06
5.739120e-03,0.02,0.02
5.739200e-03,0.06,0.06
5.739280e-03,0.06,0.02
5.739360e-03,0.06,0.06
5.739440e-03,0.06,0.02
5.739520e-03,0.02,0.1
5.739600e-03,0.02,0.02
5.739680e-03,0.06,0.06
5.739760e-03,0.02,0.02
5.739840e-03,0.06,0.06
5.739920e-03,0.02,0.02
5.740000e-03,0.06,0.06
5.740080e-03,0.06,0.02
5.740160e-03,0.02,0.1
5.740240e-03,0.06,0.02
5.740320e-03,0.06,0.06
5.740400e-03,0.06,0.02
5.740480e-03,0.06,0.06
5.740560e-03,0.06,0.02
5.740640e-03,0.06,0.06
5.740720e-03,0.06,0.02
5.740800e-03,0.06,0.06
5.740880e-03,0.06,0.02
5.740960e-03,0.06,0.06
5.741040e-03,0.02,0.02
5.741120e-03,0.06,0.06
5.741200e-03,0.06,0.02
5.741280e-03,0.06,0.06
5.741360e-03,0.06,0.02
5.741440e-03,0.06,0.06
5.741520e-03,0.06,0.02
5.741600e-03,0.06,0.1
5.741680e-03,0.06,0.02
5.741760e-03,0.02,0.06
5.741840e-03,0.02,0.02
5.741920e-03,0.06,0.1
5.742000e-03,0.06,0.02
5.742080e-03,0.06,0.1
5.742160e-03,0.06,0.02
5.742240e-03,0.06,0.06
5.742320e-03,0.02,0.02
5.742400e-03,0.02,0.06
5.742480e-03,0.02,0.02
5.742560e-03,0.06,0.06
5.742640e-03,0.02,0.02
5.742720e-03,0.02,0.06
5.742800e-03,0.06,0.02
5.742880e-03,0.06,0.06
5.742960e-03,0.06,0.02
5.743040e-03,0.02,0.06
5.743120e-03,0.02,0.02
5.743200e-03,0.06,0.06
5.743280e-03,0.06,0.02
5.743360e-03,0.02,0.06
5.743440e-03,0.02,0.02
5.743520e-03,0.06,0.06
5.743600e-03,0.06,0.02
5.743680e-03,0.06,0.06
5.743760e-03,0.02,0.02
5.743840e-03,0.02,0.06
5.743920e-03,0.02,0.02
5.744000e-03,0.06,0.06
5.744080e-03,0.06,0.02
5.744160e-03,0.06,0.06
5.744240e-03,0.06,0.02
5.744320e-03,0.06,0.06
5.744400e-03,0.06,0.02
5.744480e-03,0.02,0.06
5.744560e-03,0.06,0.02
5.744640e-03,0.06,0.06
5.744720e-03,0.06,0.02
5.744800e-03,0.06,0.06
5.744880e-03,0.06,0.02
5.744960e-03,0.02,0.1
5.745040e-03,0.06,0.02
5.745120e-03,0.06,0.06
5.745200e-03,0.02,0.02
5.745280e-03,0.06,0.06
5.745360e-03,0.06,0.02
5.745440e-03,0.06,0.06
5.745520e-03,0.06,0.02
5.745600e-03,0.02,0.06
5.745680e-03,0.06,0.02
5.745760e-03,0.06,0.06
5.745840e-03,0.06,0.02
5.745920e-03,0.02,0.1
5.746000e-03,0.02,0.02
5.746080e-03,0.06,0.06
5.746160e-03,0.06,0.02
5.746240e-03,0.06,0.1
5.746320e-03,0.06,-0.02
